taxon;TL;OS;PC;A50;Amax;Fec;Lmax;K;Equilibrium;Periodic;Opportunistic;slow_fast
Rostroraja alba;4.409999847;5.043425117;1;1.93874166;3.104586678;4.65396035;5.442417711;0.122217633;0.603094607;0.338170102;0.058646359;1.027662607
Rouleina;3.67;1.30833282;1;NA;1.609437912;8.230843564;3.401197382;0.122217633;0.11253559;0.22465834;0.662738597;0.827518132
Rouleina attrita;3.67;1.30833282;1;NA;1.609437912;8.230843564;3.891820298;0.122217633;0.127289646;0.265468615;0.607158808;0.827518132
Rouleina maderensis;3.67;1.30833282;1;NA;1.609437912;8.230843564;3.496507561;0.122217633;0.115401766;0.232586291;0.651941466;1.413611259
Rypticus;4.06;0.609765572;1;1.098612289;3.044522438;14.69468492;4.369447852;0.104360015;0;0.712195436;0.287530855;0.874633366
Rypticus bistrispinus;4.06;0.609765572;1;1.098612289;3.044522438;14.69468492;2.772588722;0.104360015;0;0.544974278;0.45482626;2.127517585
Rypticus maculatus;4.06;0.609765572;1;1.373715579;3.044522438;14.67891262;3.044522438;0.104360015;0;0.573231269;0.426556667;0.782008405
Rypticus saponaceus;4.06;0.609765572;1;0.693147181;3.044522438;14.67891262;4.369447852;0.113328685;0;0.711975857;0.287750476;1.150776182
Rypticus subbifrenatus;4.06;0.609765572;1;1.373715579;3.044522438;14.67891262;2.944438979;0.104360015;0;0.56275065;0.43704194;1.304062358
Saccopharyngidae;4.5;NA;1;NA;NA;NA;4.615120517;NA;NA;NA;NA;1.965034668
Saccopharynx;4.5;NA;1;NA;NA;NA;4.615120517;NA;NA;NA;NA;0.953171219
Sagamichthys abei;3.1;NA;1;NA;NA;NA;3.526360525;0.620576488;NA;NA;NA;1.093815434
Salmo;3.588;1.906575144;1;1.360976553;3.277144733;9.061492275;3.583518938;0.21511138;0.195078252;0.353654869;0.451148935;1.48293862
Salmo salar;4.5;1.906575144;1;1.648658626;2.63905733;9.190647739;4.921196731;0.2390169;0.22500865;0.575671843;0.199113709;1.126527214
Salmo trutta trutta;3.588;1.906575144;1;1.504077397;3.663561646;9.061492275;4.248495242;0.21511138;0.226634119;0.440172398;0.33304208;1.126527214
Salvelinus malma;4.4;1.749199855;1;1.609437912;2.564949357;7.731053144;4.859812404;0.067658648;0.240376523;0.511518187;0.247927294;-0.218019042
Sander lucioperca;4.04;0.641853886;2;1.609437912;2.890371758;13.43762949;4.875197323;0.113328685;0.132695242;0.620892119;0.246184761;-0.24115851
Sarda sarda;4.5;0.760805829;1;0.693147181;1.791759469;14.61633163;4.521788577;0.405465108;0;0.680032845;0.319709698;-0.460425726
Sardina pilchardus;3.06;0.832909123;1;0.993251773;2.629006994;12.03765991;3.33220451;0.310421559;0.009399731;0.335297072;0.655183088;-0.052937749
Sardinella;3.2;0.875468737;1;0.916290732;2.079441542;10.61687844;3.33220451;0.482426149;0.030324112;0.270124893;0.699459633;-0.392085302
Sardinella aurita;3.4;0.392042088;1;0.741937345;2.079441542;10.62621781;3.555348061;0.438254931;0.001361775;0.349280569;0.649232838;-0.052937749
Sardinella brasiliensis;3.1;0.875468737;1;0.693147181;2.079441542;10.61687844;3.33220451;0.444685821;0.029039143;0.252758631;0.718117942;-0.154761382
Sardinops sagax;2.84;0.989541194;1;1.335001067;3.258096538;10.71443999;3.218875825;0.397096858;0.064308359;0.290266484;0.645326206;0.160007975
Sargocentron;3.522857143;NA;1;NA;NA;11.93865061;3.135494216;0.779324877;NA;NA;NA;0.728871027
Sargocentron bullisi;3.522857143;NA;1;NA;NA;11.93865061;2.63905733;0.779324877;NA;NA;NA;0.187420338
Sarpa salpa;2;0.760805829;1;1.098612289;2.772588722;13.66018569;3.828641396;0.194744077;0;0.2371898;0.762734101;0.962742579
Sarritor frenatus;3.29;1.05431203;1;1.740466175;2.079441542;7.535830463;3.33220451;0.342880233;0.115412547;0.183360381;0.701176768;-0.853879132
Sarritor leptorhynchus;3.285;1.05431203;1;1.740466175;2.079441542;7.535830463;3.258096538;0.348306694;0.113119717;0.176327727;0.71050494;-0.214885323
Saurenchelys;3.375;0.615185639;1;1.504077397;NA;9.073718494;3.850147602;0.336472237;NA;NA;NA;-0.853754572
Saurenchelys cognita;3.375;0.615185639;1;1.504077397;NA;9.073718494;3.610917913;0.336472237;NA;NA;NA;0.709506538
Saurida brasiliensis;4.2;0.854415328;1;0.875468737;2.116255515;13.08984225;3.258096538;0.357674444;0;0.505066475;0.494745344;1.485964821
Saurida caribbaea;4.36;0.854415328;1;0.875468737;2.116255515;13.08984225;2.944438979;0.357674444;0;0.501479167;0.498334885;0.912746623
Saurida normani;4.36;0.854415328;1;0.875468737;2.116255515;13.08984225;3.828641396;0.357674444;0.003529368;0.591543968;0.404701363;2.520161085
Scaridae;2.004210526;0.693147181;1;1.547562509;2.066862759;11.37548932;3.610917913;0.425267735;0;0.111011724;0.888962311;1.165550067
Scarus;2.003846154;0.693147181;1;1.386294361;2.197224577;11.37548932;3.610917913;0.470003629;0;0.124265095;0.875702806;1.222559633
Schedophilus medusophagus;4;0.832909123;1;1.945910149;2.564949357;NA;3.951243719;0.21511138;NA;NA;NA;-0.339321215
Schultzea beta;3.4;0.609765572;1;0.693147181;3.044522438;14.67891262;2.397895273;0.113328685;0;0.384825805;0.615043143;-0.198994965
Sciades;4.123333333;2.014903021;3;1.098612289;1.648658626;5.379897354;4.248495242;0.3074847;0.471760668;0.080887298;0.447367946;-0.033843928
Sciaenidae;3.6625;0.559615788;1;1.193922468;3.046108481;12.31784208;4.137829674;0.236388778;0.025992056;0.563535494;0.410260043;0.086321987
Sciaenops ocellatus;3.74;0.559615788;1;1.193922468;3.931825633;12.6526733;4.718498871;0.340037303;0.063351465;0.706918513;0.2294605;-0.632999767
Scomber colias;3.91;0.765467842;1;0.693147181;2.079441542;13.32755027;3.931825633;0.303801454;0;0.521830149;0.477975097;-0.472235435
Scomber japonicus;3.38;0.741937345;1;1.098612289;2.944438979;13.19956513;4.262679877;0.249980205;0.017425499;0.533597898;0.44877584;-0.483451528
Scomber scombrus;3.63;0.765467842;1;1.16315081;3.091042453;13.30228873;3.931825633;0.296146151;0.014595582;0.563184888;0.422005909;1.563461427
Scomberesox saurus saurus;3.91;1.266947603;1;0.693147181;1.098612289;NA;3.931825633;0.536493371;NA;NA;NA;2.215220673
Scomberomorus cavalla;4.42;0.760805829;1;1.098612289;2.708050201;15.20019588;5.141663557;0.117783036;0.006271374;0.827576895;0.165829898;1.894208975
Scomberomorus maculatus;4.53;0.760805829;1;1.252762968;1.791759469;13.64886666;4.430816799;0.288931292;0;0.662523493;0.337223513;-0.472235435
Scomberomorus regalis;4.51;0.760805829;1;1.193922468;2.351375257;13.99522539;5.214935758;0.198850859;0.026284895;0.784154276;0.189258654;2.06522429
Scombridae;4.280833333;0.760805829;1;1.223775432;2.120263536;14.26876215;4.644390899;0.122217633;0;0.681520334;0.318218812;2.493292905
Scopelengys tristis;3.1;NA;1;NA;NA;NA;3.044522438;0.378436436;NA;NA;NA;2.307056876
Scopeloberyx robustus;3.1;0.405465108;1;2.197224577;2.251291799;10.66197762;2.079441542;0.104360015;0;0.158944063;0.841013813;2.467224897
Scopelogadus beanii;3.88;0.405465108;1;2.197224577;2.251291799;10.66197762;2.564949357;0.104360015;0;0.352421203;0.64745389;2.392485275
Scopelosaurus;3.805;0.470003629;1;NA;NA;NA;3.761200116;0.512823626;NA;NA;NA;0.800777029
Scopelosaurus adleri;4.48;0.470003629;1;NA;NA;NA;3.465735903;0.512823626;NA;NA;NA;0.031221916
Scopelosaurus harryi;3.13;0.470003629;1;NA;NA;NA;3.496507561;0.512823626;NA;NA;NA;-1.296502348
Scopelosaurus lepidus;3.32;0.470003629;1;NA;NA;NA;3.761200116;0.512823626;NA;NA;NA;0.046301768
Scophthalmus;4.166666667;0.741937345;1;1.609437912;2.351375257;15.42494867;4.007333185;0.223143551;0;0.633577076;0.366186798;0.44258579
Scophthalmus aquosus;4.166666667;0.741937345;1;1.609437912;2.079441542;15.42494867;3.850147602;0.231111721;0;0.589331374;0.410452664;0.75957779
Scophthalmus maximus;4.36;0.693147181;1;1.609437912;3.258096538;15.42494867;4.418840608;0.227704563;0;0.80450255;0.19518509;0.376624936
Scophthalmus rhombus;4.42;0.832909123;1;1.386294361;1.902107526;16.11809575;3.850147602;0.350656872;0;0.627499819;0.372269938;1.098725343
Scorpaena;3.76375;0.641853886;1;1.098612289;2.224623552;11.54249398;3.020424886;0.165514438;0;0.389204269;0.610654227;-1.209944799
Scorpaena agassizii;3.76375;0.641853886;1;1.098612289;2.48490665;11.54249398;3.044522438;0.165514438;0.001678752;0.417120369;0.581046786;-0.771283929
Scorpaena brasiliensis;3.76;0.641853886;1;1.098612289;2.48490665;11.54249398;3.583518938;0.165514438;0.017839317;0.461303149;0.520686724;-1.143210293
Scorpaena calcarata;3.76375;0.641853886;1;1.098612289;2.48490665;11.54249398;2.63905733;0.165514438;0;0.37586291;0.624001013;-0.401235785
Scorpaena dispar;3.76375;0.641853886;1;1.098612289;2.397895273;11.54249398;3.17805383;0.165514438;0.003091605;0.421201124;0.575551788;-0.22248337
Scorpaena grandicornis;3.7;0.641853886;1;1.098612289;2.397895273;11.54249398;3.433987204;0.165514438;0.009968888;0.431418806;0.558453271;-0.30623531
Scorpaena guttata;3.76375;0.641853886;1;1.098612289;3.091042453;11.54249398;3.784189634;0.165514438;0.042053041;0.527593754;0.43015619;-1.080395309
Scorpaena loppei;3.5;0.641853886;1;0.693147181;1.791759469;11.54249398;2.63905733;0.412109651;0;0.256808229;0.743108821;-0.669776577
Scorpaena notata;3.7;0.631271777;1;1.098612289;2.197224577;9.615872145;2.944438979;0.270027137;0.032098091;0.316942166;0.650849212;0.34504036
Scorpaena plumieri;3.56;0.641853886;1;1.098612289;2.48490665;11.54249398;3.828641396;0.165514438;0.022640723;0.446960043;0.530234859;-1.080395309
Scorpaena porcus;3.92;0.652325186;1;1.386294361;2.079441542;10.81979828;3.433987204;0.157003749;0.020480944;0.421556314;0.557808776;-1.212649036
Scorpaena scrofa;4.25;0.631271777;1;1.098612289;3.258096538;12.41879407;4.007333185;0.076961041;0.03930607;0.671079532;0.289358047;-0.376625871
Scorpaenichthys marmoratus;3.619999886;1.085189268;2;1.386294361;2.63905733;11.17746671;4.605170186;0.292669614;0.197786596;0.413568312;0.388506215;0.550491892
Scorpaenidae;3.764166667;0.641853886;1;1.098612289;2.327277706;10.7965506;3.650658241;0.122217633;0.032111016;0.432383179;0.535348083;0.847182634
Scorpaenodes caribbaeus;3.575;0.641853886;1;1.098612289;2.564949357;11.28923176;2.564949357;0.165514438;0;0.338239154;0.661639668;0.677286355
Scyliorhinidae;4;4.795790546;1;1.791759469;2.803360381;3.63758616;3.753417975;0.139761942;0.541589011;0.084599051;0.373822941;0.779513522
Scyliorhinus;4.048;4.795790546;1;1.791759469;2.803360381;3.63758616;4.094344562;0.139761942;0.552458171;0.121293311;0.326245381;0.696390838
Scyliorhinus canicula;3.82;4.394449155;1;1.791759469;2.564949357;1.098612289;4.226833745;0.146262507;0.572378918;0.018122359;0.409540574;0.594796523
Scyliorhinus retifer;4.048;4.795790546;1;1.791759469;2.803360381;3.63758616;3.891820298;0.139761942;0.546367843;0.104447235;0.349188166;-0.379175112
Scyliorhinus stellaris;4.03;5.081404365;1;1.791759469;2.995732274;4.40060302;5.141663557;0.146262507;0.594643987;0.228719661;0.176591802;-0.755821481
Scymnodon ringens;4.216666667;6.018593214;3;4.385769621;5.411646052;2.833213344;4.709530201;0.058268908;0.939229144;0.060875325;0;-1.268470805
Sebastes;3.768888889;1.987874348;3;1.953913749;4.011755212;13.10849072;4.08176578;0.098147061;0.35550662;0.430833282;0.213521483;-0.344528888
Sebastes aleutianus;3.52;1.987874348;3;1.953027617;5.327876169;12.55921235;4.584967479;0.161268148;0.419263914;0.519180936;0.061383357;-0.290247675
Sebastes alutus;3.48;1.987874348;3;2.197224577;4.644390899;11.92338475;3.931825633;0.117289087;0.39308126;0.383534175;0.223267164;-0.711039886
Sebastes auriculatus;4.03;1.987874348;3;1.791759469;3.555348061;13.42690404;3.970291914;0.113328685;0.33463736;0.439653676;0.225565712;-0.711039886
Sebastes aurora;3.768888889;1.987874348;3;1.791759469;4.33073334;12.61355461;3.688879454;0.110348057;0.364455723;0.408983038;0.226431576;-0.699213429
Sebastes babcocki;3.768888889;1.987874348;3;1.609437912;4.672828834;12.54775139;4.204692619;0.153793473;0.391692267;0.477529236;0.130622428;-0.586885212
Sebastes borealis;4.31;1.987874348;3;1.909542505;5.062595033;12.54775139;4.727387819;0.153793473;0.406554684;0.593278404;0;-1.089182924
Sebastes brevispinis;3.768888889;1.987874348;3;1.987874348;4.418840608;13.57923744;4.276666119;0.086177696;0.362870428;0.494117382;0.142847699;-0.310085376
Sebastes carnatus;3.62;1.987874348;3;1.704748092;3.433987204;12.9598468;3.63758616;0.113328685;0.326324118;0.316889664;0.356692909;0.183714944
Sebastes caurinus;4.06;1.987874348;3;1.740466175;4.025351691;12.70685096;4.060443011;0.113328685;0.368119933;0.468598438;0.163128236;-0.072673194
Sebastes chlorostictus;3.768888889;1.987874348;3;1.945910149;3.526360525;13.47231719;4.060443011;0.110348057;0.332096371;0.400836169;0.266940157;2.77804579
Sebastes ciliatus;3.36;1.987874348;3;2.009555414;4.219507705;12.50608538;3.988984047;0.139761942;0.367336232;0.350713853;0.281844838;2.709611364
Sebastes constellatus;3.768888889;1.987874348;3;1.945910149;3.496507561;12.90669432;3.80666249;0.086177696;0.336397131;0.360255494;0.303236916;4.1922497
Sebastes crameri;3.768888889;1.987874348;3;1.902107526;4.663439094;12.44682426;4.043051268;0.086177696;0.388839017;0.4602814;0.150730317;6.131662013
Sebastes dallii;3.768888889;1.987874348;3;1.386294361;2.564949357;10.95955762;3.258096538;0.113328685;0.336186641;0.180669422;0.483108049;5.711088256
Sebastes diploproa;3.768888889;1.987874348;3;2.140066163;4.465908119;11.80932691;3.713572067;0.110348057;0.387477462;0.397695631;0.214703299;3.765899226
Sebastes elongatus;3.768888889;1.987874348;3;2.163323026;3.828641396;12.12811651;3.465735903;0.104360015;0.353733838;0.335234438;0.310932108;-0.687478028
Sebastes emphaeus;3.768888889;1.987874348;3;1.064710737;2.63905733;10.32685806;2.944438979;0.476234179;0.343317447;0.141480163;0.515182803;-1.711659146
Sebastes ensifer;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.433987204;0.113328685;0.354320917;0.384548698;0.26100998;-1.006959013
Sebastes entomelas;3.7;1.987874348;3;1.840549633;4.110873864;6.295266001;4.077537444;0.110348057;0.511948343;0.221021417;0.266988378;-0.451442397
Sebastes eos;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;4.043051268;0.113328685;0.372636745;0.435210971;0.192012688;0.924498235
Sebastes fasciatus;3.768888889;1.916922612;3;1.871802177;4.276666119;12.09438102;3.433987204;0.173953307;0.361363781;0.371509887;0.267011906;0.416196517
Sebastes flavidus;4.15;1.987874348;3;2.014903021;4.17438727;13.36216894;4.043051268;0.139761942;0.358352133;0.514582275;0.12689242;-0.211232979
Sebastes gilli;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;4.276666119;0.113328685;0.379662032;0.454643178;0.165547834;-0.074923981
Sebastes goodei;3.46;1.987874348;3;1.386294361;3.583518938;12.44410875;4.094344562;0.207014169;0.354171003;0.323616514;0.322118456;0.208476484
Sebastes helvomaculatus;3.768888889;1.987874348;3;2.459588842;4.477336814;12.66046838;3.36729583;0.104360015;0.358106522;0.395487274;0.246281275;0.801831153
Sebastes hopkinsi;3.768888889;1.987874348;3;1.791759469;2.995732274;9.952325335;3.433987204;0.165514438;0.377200667;0.19970705;0.423050948;-0.061246115
Sebastes jordani;3.2;1.987874348;3;1.252762968;3.465735903;10.25769445;3.044522438;0.21511138;0.365313302;0.115681345;0.51899709;0.316526462
Sebastes lentiginosus;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.17805383;0.113328685;0.346624466;0.363260024;0.290003169;0.095085809
Sebastes levis;3.768888889;1.987874348;3;2.174751721;4.025351691;14.24794276;4.615120517;0.104360015;0.34611545;0.510664193;0.143048617;-0.529941289
Sebastes macdonaldi;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;4.204692619;0.113328685;0.377497639;0.448656384;0.173701289;0.023940107
Sebastes maliger;3.84;1.987874348;3;1.902107526;4.564348191;12.61355461;3.80666249;0.110348057;0.375899432;0.449994809;0.173959792;-0.178900121
Sebastes marinus;3.768888889;1.987874348;3;1.960094784;4.110873864;12.04942468;4.158883083;0.067658648;0.38480479;0.413308488;0.201757228;-1.271711005
Sebastes melanops;4.38;1.987874348;3;2.119691944;3.931825633;13.57923744;4.127134385;0.131028262;0.35165852;0.548478331;0.099675872;-0.241279745
Sebastes melanostictus;3.768888889;1.987874348;3;1.915287289;4.276666119;12.57765651;4.007333185;0.146502459;0.373229;0.430023321;0.196610233;-0.181792147
Sebastes melanostomus;3.768888889;1.987874348;3;2.541601993;4.510859507;13.55284755;4.077537444;0.048790164;0.360233103;0.48418861;0.155417458;0.612947255
Sebastes mentella;4.12;1.945910149;3;2.525728644;4.33073334;10.34955063;4.06731589;0.070458464;0.428382537;0.435369947;0.136111575;0.089560389
Sebastes miniatus;3.768888889;1.987874348;3;1.840549633;4.110873864;14.87191135;4.219507705;0.110348057;0.322628289;0.503483285;0.173717687;-0.118401004
Sebastes mystinus;2.71;1.987874348;3;1.987874348;3.80666249;12.54081124;3.912023005;0.157003749;0.343532975;0.199140278;0.457282985;0.226114684
Sebastes nigrocinctus;3.768888889;1.987874348;3;2.079441542;4.762173935;12.61355461;4.127134385;0.110348057;0.39054037;0.480277574;0.129024622;0.913647266
Sebastes norvegicus;4.04;2.197224577;3;2.48490665;4.110873864;11.74726478;4.412798293;0.067658648;0.419245155;0.461319735;0.119287893;0.494495798
Sebastes ovalis;3.768888889;1.987874348;3;1.791759469;3.63758616;11.98293534;3.912023005;0.048790164;0.36473168;0.35254953;0.28261332;1.091220661
Sebastes paucispinis;3.51;1.987874348;3;1.547562509;3.931825633;14.1698585;4.430816799;0.113328685;0.336219378;0.44046667;0.223170461;0.902270755
Sebastes phillipsi;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.784189634;0.113328685;0.364852235;0.413678722;0.221337603;0.806212953
Sebastes pinniger;3.8;1.987874348;3;2.302585093;4.442651256;13.39772132;4.248495242;0.113328685;0.367251132;0.493624839;0.138959982;-1.542169332
Sebastes polyspinis;3.42;1.987874348;3;2.151762203;4.060443011;13.16170307;3.891820298;0.165514438;0.34556123;0.359981256;0.294347264;0.588377851
Sebastes proriger;3.768888889;1.987874348;3;1.992430165;4.025351691;12.50355529;4.127134385;0.148420005;0.370994503;0.41745893;0.211414513;-0.212902702
Sebastes rastrelliger;3.87;1.987874348;3;1.504077397;3.17805383;13.54107503;4.043051268;0.113328685;0.32089486;0.390895692;0.28808585;-0.730611233
Sebastes reedi;3.768888889;1.987874348;3;2.079441542;4.605170186;12.61355461;4.077537444;0.122217633;0.384352534;0.463473501;0.152023175;-0.14174747
Sebastes rosaceus;3.768888889;1.987874348;3;1.945910149;2.944438979;12.12541016;3.496507561;0.113328685;0.328271994;0.266310136;0.40534594;-0.495541581
Sebastes rosenblatti;3.768888889;1.987874348;3;2.564949357;3.931825633;12.51723074;3.891820298;0.058268908;0.360810443;0.39074532;0.248322434;2.400560781
Sebastes ruberrimus;4.43;1.987874348;3;2.079441542;4.779123493;14.8087627;4.248495242;0.039220713;0.346341291;0.653440059;0;1.276683735
Sebastes rubrivinctus;3.768888889;1.987874348;3;2.014903021;2.944438979;12.69934715;3.828641396;0.104360015;0.325245987;0.311248326;0.363415293;2.219665337
Sebastes rufus;3.768888889;1.987874348;3;2.079441542;3.988984047;12.59980587;4.007333185;0.110348057;0.364121516;0.40746011;0.22828993;1.51708787
Sebastes saxicola;3.768888889;1.987874348;3;1.547562509;3.663561646;11.79998985;3.663561646;0.09531018;0.362185188;0.328461975;0.309256904;2.234399402
Sebastes semicinctus;3.768888889;1.987874348;3;1.791759469;2.772588722;10.71443999;3.258096538;0.336472237;0.347955642;0.190043737;0.461961429;2.763461921
Sebastes serranoides;4.15;1.987874348;3;1.757857918;3.433987204;13.24369743;4.007333185;0.223143551;0.337817235;0.448248122;0.213788211;3.201402048
Sebastes serriceps;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.737669618;0.113328685;0.363453281;0.409809163;0.226607582;1.046187132
Sebastes simulator;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.433987204;0.113328685;0.354320917;0.384548698;0.26100998;2.678072373
Sebastes umbrosus;3.768888889;1.987874348;3;1.931521412;4.276666119;12.65114621;3.433987204;0.113328685;0.354320917;0.384548698;0.26100998;2.763346564
Sebastes variabilis;3.768888889;1.987874348;3;2.32238772;3.931825633;12.51076608;3.931825633;0.136859183;0.362160072;0.393877997;0.243838957;3.172481954
Sebastes variegatus;3.768888889;1.987874348;3;1.909542505;3.871201011;12.54775139;3.663561646;0.153793473;0.35144075;0.36778357;0.280662605;3.420087654
Sebastes viviparus;4.03;1.871802177;3;2.988563784;3.713572067;9.870499377;3.583518938;0.067658648;0.39924894;0.319132217;0.281529307;2.819413433
Sebastes wilsoni;3.768888889;1.987874348;3;2.079441542;3.295836866;12.61355461;3.17805383;0.110348057;0.318137937;0.282920971;0.39886102;2.564550824
Sebastes zacentrus;3.768888889;1.987874348;3;2.054123734;4.077537444;12.54081124;3.688879454;0.086177696;0.358531486;0.38634254;0.25500552;2.919935581
Sebastolobus;3.62;0.672944473;1;2.351375257;4.286341385;13.11860432;4.007333185;0.067658648;0.049378229;0.663608895;0.286759135;-1.913733412
Sebastolobus alascanus;3.62;0.672944473;1;2.63905733;4.537292764;13.11860432;4.394449155;0.067658648;0.068526162;0.716074563;0.215125215;-3.037107172
Sebastolobus altivelis;3.62;0.672944473;1;1.945910149;3.828641396;13.11860432;3.688879454;0.067658648;0.026110775;0.600158953;0.373501378;-1.671381272
Sebastolobus macrochir;3.2;0.672944473;1;2.564949357;4.262679877;12.39061673;3.80666249;0.067658648;0.053746048;0.550110353;0.395936823;-3.067568722
Selar crumenophthalmus;3.81;0.760805829;1;1.30833282;3.034952987;14.72043747;4.262679877;0.792992516;0;0.655197211;0.344551596;-2.719056884
Selene;3.9125;0.760805829;1;1.30833282;3.034952987;13.48654805;3.970291914;0.476234179;0.013159794;0.61671914;0.369885367;-2.159064025
Selene setapinnis;3.72;0.760805829;1;1.30833282;3.034952987;14.56755617;3.970291914;0.488580015;0;0.605992386;0.393777366;-2.637783173
Selene vomer;4.29;0.760805829;1;1.30833282;3.034952987;14.72043747;3.891820298;0.470003629;0;0.704136843;0.295592156;-3.184390193
Seriola;4.395;0.871293366;1;1.609437912;2.772588722;13.48654805;4.976733742;0.182321557;0.050469636;0.757194544;0.19204552;-3.184390193
Seriola dumerili;4.5;0.871293366;1;1.609437912;2.772588722;14.56755617;4.976733742;0.192271888;0.0273071;0.808034549;0.164345554;-3.082795878
Seriola fasciata;4.5;0.871293366;1;1.609437912;2.772588722;14.6311712;3.80666249;0.185095484;0;0.705949656;0.293778173;-2.457041566
Seriola rivoliana;4.45;0.871293366;1;1.609437912;2.772588722;14.71294197;5.081404365;0.186479567;0.026515671;0.812443111;0.160726636;-2.622672475
Seriola zonata;4.47;0.871293366;1;1.609437912;2.772588722;14.72043747;4.33073334;0.186479567;0.004028459;0.753701229;0.241977862;-2.72426679
Seriphus politus;3.7;0.559615788;1;1.098612289;2.833213344;10.76850604;3.433987204;0.157003749;0.034070755;0.447578698;0.518186145;-2.461194131
Serraniculus pumilio;3.962264151;0.609765572;1;0.693147181;3.044522438;14.67891262;2.197224577;0.113328685;0;0.466630714;0.533204163;-2.497227403
Serranidae;3.962264151;0.609765572;1;0.936093359;3.109060959;14.33018935;4.334017415;0.242946179;0;0.692132578;0.307600814;-2.552302442
Serranus;3.698333333;0.647103242;1;1.386294361;1.791759469;10.71443999;3.465735903;0.451075619;0.011960279;0.359569187;0.628341907;0.374571463
Serranus annularis;3.698333333;0.647103242;1;1.386294361;1.945910149;10.71443999;2.302585093;0.451075619;0;0.262082323;0.737829883;0.247941946
Serranus atrobranchus;3.698333333;0.647103242;1;1.386294361;1.909542505;10.71443999;2.995732274;0.318453731;0.001349456;0.329985406;0.668547507;-0.249205135
Serranus cabrilla;3.35;0.647103242;1;1.386294361;2.079441542;10.71443999;3.33220451;0.173953307;0.012073984;0.311200779;0.676616164;-0.183912887
Serranus hepatus;3.47;0.647103242;1;1.386294361;1.791759469;10.71443999;3.258096538;0.246860078;0.002782116;0.302644671;0.69446729;-0.354881759
Serranus notospilus;3.698333333;0.647103242;1;1.386294361;1.791759469;10.71443999;2.397895273;0.451075619;0;0.256312409;0.743602653;0.323152103
Serranus phoebe;3.5;0.647103242;1;1.386294361;1.945910149;10.71443999;3.044522438;0.364643114;0.001355998;0.302537521;0.696000176;-0.149538324
Serranus scriba;3.82;0.824175443;1;1.386294361;2.708050201;10.71443999;3.496507561;0.182321557;0.055787611;0.447881575;0.496167395;-0.138880815
Serranus subligarius;3.698333333;0.647103242;1;1.386294361;1.791759469;10.71443999;2.397895273;0.451075619;0;0.256312409;0.743602653;-0.171036387
Serranus tortugarum;3.698333333;0.647103242;1;1.386294361;1.945910149;10.71443999;2.197224577;0.451075619;0;0.251049097;0.748868008;0.026750094
Serrivomer;3.81;NA;NA;NA;NA;NA;4.248495242;0.262364264;NA;NA;NA;-0.127746475
Serrivomer beanii;3.88;NA;NA;NA;NA;NA;4.369447852;0.262364264;NA;NA;NA;-0.297468366
Serrivomer jesperseni;3.81;NA;NA;NA;NA;NA;4.219507705;0.262364264;NA;NA;NA;-0.043733912
Serrivomer sector;3.83;NA;1;NA;NA;NA;4.343805422;0.262364264;NA;NA;NA;-0.10402815
Serrivomeridae;3.81;NA;NA;NA;NA;NA;4.094344562;0.262364264;NA;NA;NA;0.207580249
Setarches guentheri;3.45;NA;NA;NA;NA;NA;3.258096538;NA;NA;NA;NA;0.112844379
Sigmops bathyphilus;3.431666667;0.405465108;1;1.299282984;0.832909123;7.726653665;3.044522438;0.615185639;0.015923681;0.123460418;0.860586027;-0.043795142
Sigmops elongatus;3.165;0.593326845;1;0.693147181;0.832909123;7.726653665;2.397895273;0.615185639;0.007830643;0.013422994;0.978760456;-0.695490769
Sigmops gracilis;3.4;0.405465108;1;0.693147181;0.832909123;7.726653665;2.63905733;0.615185639;0.003323591;0.084234298;0.912427253;-0.291841921
Simenchelys parasitica;3.68;0.693147181;1;NA;NA;13.45094888;3.850147602;0.418710335;NA;NA;NA;1.137954064
Solea senegalensis;3.25;0.824175443;1;1.360976553;3.310543013;13.12236538;4.110873864;0.165514438;0.030361071;0.52127848;0.448164963;0.504274452
Solea solea;3.21;0.824175443;1;1.360976553;3.310543013;12.61154109;4.143134726;0.276115436;0.042400126;0.501607939;0.455805383;-0.219530178
Somniosus microcephalus;4.22;6.06610809;3;5.056245805;5.973809612;2.397895273;6.685860947;0.009950331;0.952890133;0.047362328;0;-0.484727152
Somniosus pacificus;4.36;6.042632834;3;4.385769621;5.411646052;2.397895273;6.634633358;0.009950331;0.945871489;0.054357213;0;-0.070118278
Sparisoma atomarium;2;0.693147181;1;1.098612289;1.386294361;11.37548932;3.258096538;0.431782416;0;0.003756181;0.996266757;-0.727300452
Sparisoma chrysopterum;2;0.693147181;1;1.098612289;1.791759469;11.37548932;3.850147602;0.431782416;0;0.107184331;0.892791912;-0.311794183
Sparus aurata;3.633333333;0.716212453;1;1.410986974;2.48490665;13.23145632;4.262679877;0.223143551;0.004188167;0.542806791;0.452800129;-0.131266675
